Title,Best Picture,Prod Company,Year,imdbRating,Popularity,Rated_APPROVED,Rated_G,Rated_PG,Rated_PG-13,Rated_R,Rated_UNRATED,Release_Date_01,Release_Date_02,Release_Date_03,Release_Date_04,Release_Date_05,Release_Date_06,Release_Date_07,Release_Date_08,Release_Date_09,Release_Date_10,Release_Date_11,Release_Date_12,Revenue,Budget,Runtime,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Film-Noir,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Short,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western,Best Actor,Best Actress,Best Director,Best Supporting Actor,Best Supporting Actress
Saving Private Ryan,0,"Steven Spielberg, Ian Bryce, Mark Gordon and Gary Levinsohn, Producers",1998,8.6,22.764,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,481840909,70000000,169,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0
Shakespeare in Love,1,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers",1998,7.1,17.22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,289317794,25000000,122,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0
The Thin Red Line,0,"Robert Michael Geisler, John Roberdeau and Grant Hill, Producers",1998,7.6,14.179,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,98126565,52000000,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
American Beauty,1,"Bruce Cohen and Dan Jinks, Producers",1999,8.4,25.57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,356296601,15000000,122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
The Cider House Rules,0,"Richard N. Gladstein, Producer",1999,7.4,7.635,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88545092,24000000,126,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0
The Green Mile,0,"David Valdes and Frank Darabont, Producers",1999,8.5,23.355999999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,284600000,60000000,189,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Insider,0,"Michael Mann and Pieter Jan Brugge, Producers",1999,7.9,15.512,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,60289912,90000000,157,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
The Sixth Sense,0,"Frank Marshall, Kathleen Kennedy and Barry Mendel, Producers",1999,8.1,13.968,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,672806292,40000000,107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
Chocolat,0,"David Brown, Kit Golden and Leslie Holleran, Producers",2000,7.3,11.299000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152500343,25000000,121,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
"Crouching Tiger, Hidden Dragon",0,"Bill Kong, Hsu Li Kong and Ang Lee, Producers",2000,7.9,14.352,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,213525736,17000000,120,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Erin Brockovich,0,"Danny DeVito, Michael Shamberg and Stacey Sher, Producers",2000,7.3,13.213,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,256271286,52000000,131,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
Gladiator,1,"Douglas Wick, David Franzoni and Branko Lustig, Producers",2000,8.5,18.719,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,457640427,103000000,155,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
Traffic,0,"Edward Zwick, Marshall Herskovitz and Laura Bickford, Producers",2000,7.6,17.675,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,207515725,48000000,147,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,1.0,0.0
A Beautiful Mind,1,"Brian Grazer and Ron Howard, Producers",2001,8.2,18.363,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,313542341,60000000,135,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0
Gosford Park,0,"Robert Altman, Bob Balaban and David Levy, Producers",2001,7.3,7.727,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,87754044,19800000,137,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
In the Bedroom,0,"Graham Leader, Ross Katz and Todd Field, Producers",2001,7.4,5.4479999999999995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1700000,130,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Lord of the Rings: The Fellowship of the Ring,0,"Peter Jackson, Fran Walsh and Barrie M. Osborne, Producers",2001,8.8,39.207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,871368364,93000000,178,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moulin Rouge 2001,0,"Martin Brown, Baz Luhrmann and Fred Baron, Producers",2001,7.6,1.858,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1500000,119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Chicago,1,"Martin Richards, Producer",2002,7.2,12.432,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,306776732,45000000,113,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Gangs of New York,0,"Alberto Grimaldi and Harvey Weinstein, Producers",2002,7.5,13.943,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,193772504,100000000,167,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Hours,0,"Scott Rudin and Robert Fox, Producers",2002,7.6,7.42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41597830,25000000,114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
The Lord of the Rings: The Two Towers,0,"Barrie M. Osborne, Fran Walsh and Peter Jackson, Producers",2002,8.7,45.552,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,926287400,79000000,179,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Pianist,0,"Roman Polanski, Robert Benmussa and Alain Sarde, Producers",2002,8.5,13.812000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,120072577,35000000,150,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,1.0,0.0,0.0
The Lord of the Rings: The Return of the King,1,"Barrie M. Osborne, Peter Jackson and Fran Walsh, Producers",2003,8.9,33.823,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1118888979,94000000,201,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
Lost in Translation,0,"Ross Katz and Sofia Coppola, Producers",2003,7.8,13.957,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,119723856,4000000,102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Master and Commander: The Far Side of the World,0,"Samuel Goldwyn, Jr., Peter Weir and Duncan Henderson, Producers",2003,7.4,29.105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,212011111,150000000,138,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Mystic River,0,"Robert Lorenz, Judie G. Hoyt and Clint Eastwood, Producers",2003,8.0,11.124,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,156822020,25000000,138,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0
Seabiscuit,0,"Kathleen Kennedy, Frank Marshall and Gary Ross, Producers",2003,7.3,6.5089999999999995,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,148336445,87000000,141,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
The Aviator,0,"Michael Mann and Graham King, Producers",2004,7.5,12.216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102000000,116000000,170,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Finding Neverland,0,"Richard N. Gladstein and Nellie Bellflower, Producers",2004,7.7,14.345999999999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,116766556,25000000,106,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Million Dollar Baby,1,"Clint Eastwood, Albert S. Ruddy and Tom Rosenberg, Producers",2004,8.1,15.944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216763646,30000000,132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,1.0,1.0,0.0
Ray,0,"Taylor Hackford, Stuart Benjamin and Howard Baldwin, Producers",2004,7.7,11.437999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,124731534,40000000,152,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
Sideways,0,"Michael London, Producer",2004,7.5,8.645,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,109502303,16000000,127,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Brokeback Mountain,0,"Diana Ossana and James Schamus, Producers",2005,7.7,13.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,178043761,14000000,134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
Capote,0,"Caroline Baron, William Vince and Michael Ohoven, Producers",2005,7.4,6.428,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,49084830,7000000,114,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
Crash,1,"Paul Haggis and Cathy Schulman, Producers",2005,7.8,15.352,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,98410061,6500000,112,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
"Good Night, and Good Luck.",0,"Grant Heslov, Producer",2005,7.5,6.332999999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54600000,7000000,93,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Munich,0,"Kathleen Kennedy, Steven Spielberg and Barry Mendel, Producers",2005,7.6,11.591,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,130358911,70000000,164,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
Babel,0,"Alejandro González Iñárritu, Jon Kilik and Steve Golin, Producers",2006,7.5,12.632,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,135330182,25000000,143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Departed,1,"Graham King, Producer",2006,8.5,22.673000000000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,289847354,90000000,151,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
Letters from Iwo Jima,0,"Clint Eastwood, Steven Spielberg and Robert Lorenz, Producers",2006,7.9,15.302,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,68673228,19000000,141,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Little Miss Sunshine,0,"David T. Friendly, Peter Saraf and Marc Turtletaub, Producers",2006,7.8,9.488999999999999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,100523181,8000000,102,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0
The Queen,0,"Andy Harries, Christine Langan and Tracey Seaward, Producers",2006,7.3,7.689,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,123384128,15000000,103,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
Atonement,0,"Tim Bevan, Eric Fellner and Paul Webster, Producers",2007,7.8,10.515999999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,129266061,30000000,123,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Juno,0,"Lianne Halfon, Mason Novick and Russell Smith, Producers",2007,7.5,13.332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,231411584,7500000,96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Michael Clayton,0,"Sydney Pollack, Jennifer Fox and Kerry Orent, Producers",2007,7.3,11.654000000000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,92991835,25000000,119,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
No Country for Old Men,1,"Scott Rudin, Ethan Coen and Joel Coen, Producers",2007,8.1,21.572,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,171627166,25000000,122,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,1.0,0.0
There Will Be Blood,0,"JoAnne Sellar, Paul Thomas Anderson and Daniel Lupi, Producers",2007,8.1,14.186,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,77208711,25000000,158,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
The Curious Case of Benjamin Button,0,"Kathleen Kennedy, Frank Marshall and Ceán Chaffin, Producers",2008,7.8,17.426,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,333932083,150000000,166,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Frost/Nixon,0,"Brian Grazer, Ron Howard and Eric Fellner, Producers",2008,7.7,8.238999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18593156,25000000,122,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Milk,0,"Dan Jinks and Bruce Cohen, Producers",2008,7.6,14.454,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,54586584,20000000,128,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
The Reader,0,"Anthony Minghella, Sydney Pollack, Donna Gigliotti and Redmond Morris, Producers",2008,7.6,11.588,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,113019290,32000000,124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
Slumdog Millionaire,1,"Christian Colson, Producer",2008,8.0,13.115,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,377910544,15000000,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
Avatar,0,"James Cameron and Jon Landau, Producers",2009,7.8,33.738,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2787965087,237000000,162,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Blind Side,0,"Gil Netter, Andrew A. Kosove and Broderick Johnson, Producers",2009,7.7,11.235999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,309208309,29000000,129,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
District 9,0,"Peter Jackson and Carolynne Cunningham, Producers",2009,7.9,15.384,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,210819611,30000000,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
An Education,0,"Finola Dwyer and Amanda Posey, Producers",2009,7.3,14.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26096852,7500000,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Hurt Locker,1,"Kathryn Bigelow, Mark Boal, Nicolas Chartier and Greg Shapiro, Producers",2009,7.6,15.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,42000000,15000000,131,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,1.0,0.0,0.0
Inglourious Basterds,0,"Lawrence Bender, Producer",2009,8.3,23.525,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,319131050,70000000,153,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
A Serious Man,0,"Joel Coen and Ethan Coen, Producers",2009,7.0,9.32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,31430334,7000000,105,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Up,0,"Jonas Rivera, Producer",2009,8.3,26.798000000000002,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,735099082,175000000,96,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Up in the Air,0,"Daniel Dubiecki, Ivan Reitman and Jason Reitman, Producers",2009,7.4,12.695,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,163670000,25000000,110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Black Swan,0,"Mike Medavoy, Brian Oliver and Scott Franklin, Producers",2010,8.0,17.403,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,327803731,13000000,108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0
The Fighter,0,"David Hoberman, Todd Lieberman and Mark Wahlberg, Producers",2010,7.8,11.394,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,93617009,25000000,116,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0
Inception,0,"Emma Thomas and Christopher Nolan, Producers",2010,8.8,35.172,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,825532764,160000000,148,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
The Kids Are All Right,0,"Gary Gilbert, Jeffrey Levy-Hinte and Celine Rattray, Producers",2010,7.0,7.824,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,34705850,3500000,106,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The King's Speech,1,"Iain Canning, Emile Sherman and Gareth Unwin, Producers",2010,8.0,12.615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,414211549,15000000,118,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
127 Hours,0,"Christian Colson, Danny Boyle and John Smithson, Producers",2010,7.6,10.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,35692920,18000000,94,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
The Social Network,0,"Scott Rudin, Dana Brunetti, Michael De Luca and Ceán Chaffin, Producers",2010,7.7,17.273,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,224920315,40000000,121,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Toy Story 3,0,"Darla K. Anderson, Producer",2010,8.3,18.352999999999998,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1066969703,200000000,103,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
True Grit,0,"Scott Rudin, Ethan Coen and Joel Coen, Producers",2010,7.6,13.034,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,252276927,38000000,110,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
Winter's Bone,0,"Anne Rosellini and Alix Madigan-Yorkin, Producers",2010,7.2,9.68,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13831503,2000000,101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Artist,1,"Thomas Langmann, Producer",2011,7.9,6.431,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,133432856,15000000,100,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
The Descendants,0,"Jim Burke, Alexander Payne and Jim Taylor, Producers",2011,7.3,11.279000000000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,177243185,20000000,115,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Extremely Loud & Incredibly Close,0,"Scott Rudin, Producer",2011,6.9,8.101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55247881,40000000,129,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Help,0,"Brunson Green, Chris Columbus and Michael Barnathan, Producers",2011,8.1,12.081,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,124272124,25000000,146,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Hugo,0,"Graham King and Martin Scorsese, Producers",2011,7.5,11.905999999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,185770160,170000000,126,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Midnight in Paris,0,"Letty Aronson and Stephen Tenenbaum, Producers",2011,7.7,11.644,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,151119219,30000000,94,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moneyball,0,"Michael De Luca, Rachael Horovitz and Brad Pitt, Producers",2011,7.6,14.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110206216,50000000,134,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
The Tree of Life,0,"Sarah Green, Bill Pohlad, Dede Gardner and Grant Hill, Producers",2011,6.8,14.140999999999998,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54674226,32000000,139,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
War Horse,0,"Steven Spielberg and Kathleen Kennedy, Producers",2011,7.2,12.439,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,177584879,66000000,146,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Amour,0,"Margaret Menegoz, Stefan Arndt, Veit Heiduschka and Michael Katz, Producers",2012,7.9,8.368,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29844753,8900000,127,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Argo,1,"Grant Heslov, Ben Affleck and George Clooney, Producers",2012,7.7,13.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,232324128,44500000,120,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
Beasts of the Southern Wild,0,"Dan Janvey, Josh Penn and Michael Gottwald, Producers",2012,7.3,6.877000000000001,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21107746,1800000,93,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
